Dam_Name,ShortID,NID,GRanD_ID,IsSite,IsUSBR,IsUSACE,IsGRanD,State,OwnerTypes,PrimaryPur,IsRiverMth,delta,IsLock,yrc,yrr,yrc_source,MaxStor_m3,StorSource,Dam_Len_m,DamH_m,Longitude,Latitude,COMID,Hydroseq,DivDASqKM,Moved,FromDam,ToDam,flag,flagTerm,flagHW,countryOut,SiteTag,GRanDTag,RiverTag,DeltaTag
Clear Fork Trinity River WS SCS Site 23 Dam,358856.0,TX01183,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1957.0,,NID,5114008.08,NID,502.92,20.1168,-97.6449486255,32.7495648825,1269064,630030563.0,18.0513,0.0,[np.float64(358894.0)],24757.0,[0],0,0,5,24757,24757,-26,17
Clear Fork Trinity River WS SCS Site 16 Dam,358887.0,TX01215,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1956.0,,NID,902907.36,NID,678.18,13.716,-97.7262302254,32.8681648156,1268984,630030567.0,4.0896,0.0,,25588.0,"[0, 9]",0,1,5,25588,25588,-26,17
Fountain View Dam,364779.0,TX09647,,0.0,0.0,0.0,0.0,Texas,Private,,0.0,0.0,0.0,0.0,,,46872.24,NID,106.68,5.7912,-97.0092368265,32.5808430161,1268634,630030578.0,4.3092,0.0,[np.float64(358528.0)],113378.0,[0],0,0,5,113378,113378,-26,17
Western Training Lagoon Dam,363002.0,TX05780,,0.0,0.0,0.0,0.0,Texas,Private,Other,0.0,0.0,0.0,1981.0,,NID,125814.96,NID,298.704,7.3152,-97.3191726998,32.8646642854,1268216,630030594.0,57.5199,0.0,[np.float64(358496.0)],363676.0,"[5, 0]",0,0,5,110036,110036,-26,17
Grays Creek WS SCS Site 1 Dam,360152.0,TX02618,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1954.0,,NID,4483699.8,NID,716.28,7.9248,-96.4775004274,32.2766402832,1262869,630030604.0,14.2713,0.0,[np.float64(363036.0)],363573.0,[0],0,0,5,110036,110036,-26,17
Village Walker Creek WS SCS Site 5 Dam,358963.0,TX01294,,0.0,0.0,0.0,0.0,Texas,Local Government;Private,Flood Risk Reduction,0.0,0.0,0.0,1963.0,,NID,2260968.84,NID,521.208,11.5824,-96.5485022939,32.4001144164,1262863,630030605.0,9.585,0.0,[np.float64(358969.0)],363573.0,[0],0,0,5,110036,110036,-26,17
Village Walker Creek WS SCS Site 3 Dam,358961.0,TX01292,,0.0,0.0,0.0,0.0,Texas,Local Government;Private,Flood Risk Reduction,0.0,0.0,0.0,1968.0,,NID,1750308.12,NID,345.3384,11.5824,-96.5625527684,32.4312404624,1262859,630030606.0,6.9561,0.0,[np.float64(358970.0)],363573.0,[0],0,0,5,110036,110036,-26,17
Rosser Trinidad Laterals WS SCS Site 1 Dam,360818.0,TX03324,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1953.0,,NID,9691452.36,NID,856.488,11.5824,-96.4102280275,32.4713252829,1262855,630030607.0,31.4892,0.0,,363573.0,"[0, 9]",0,1,5,110036,110036,-26,17
Lower East Fork Laterals WS SCS Site 10 Dam,360851.0,TX03358,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1953.0,,NID,2487929.16,NID,487.68,8.8392,-96.4172248274,32.5494968161,1260419,630030618.0,16.9173,0.0,[np.float64(360850.0)],360821.0,[0],0,0,5,110036,110036,-26,17
Dallas Hunt and Fish Lower Lake Dam,358531.0,TX00822,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1900.0,,NID,1850220.0,NID,1981.2,2.7432,-96.6631436149,32.6446943514,1260413,630030619.0,49.6431,0.0,[np.float64(358530.0)],363573.0,[0],0,0,5,110036,110036,-26,17
Hyatt Lake Dam,361187.0,TX03749,,0.0,0.0,0.0,0.0,Texas,Local Government,Recreation,0.0,0.0,0.0,1963.0,,NID,483524.16,NID,420.9288,2.4384,-94.3835076306,30.5783562859,1165405,630030631.0,52.5258,0.0,,-7.0,"[0, 9]",0,1,5,0,0,-7,30
West Lake Dam,361190.0,TX03752,,0.0,0.0,0.0,0.0,Texas,Private,Irrigation,0.0,0.0,0.0,1949.0,,NID,444052.8,NID,161.544,7.3152,-94.4262738972,30.700209219,1165375,630030633.0,4.6107,0.0,[np.float64(361188.0)],361191.0,[0],0,0,5,0,0,-7,30
Reid Lake Dam,361196.0,TX03758,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1958.0,,NID,151718.04,NID,259.08,3.9624,-94.4113282972,30.722168219,1165351,630030635.0,2.5965,0.0,[np.float64(361599.0)],361198.0,[0],0,0,5,0,0,-7,30
Barclay Lake Dam,361199.0,TX03761,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1932.0,,NID,67841.4,NID,152.4,5.1816,-94.4443628305,30.737161419,1165345,630030636.0,4.8429,0.0,[np.float64(364715.0)],361200.0,[0],0,0,5,0,0,-7,30
Attoyac Bayou WS SCS Site 3 Dam,361008.0,TX03552,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1973.0,,NID,3453744.0,NID,513.588,10.0584,-94.5931658333,31.8676145856,1158047,630030683.0,16.6041,0.0,,24764.0,"[0, 9]",0,1,5,24764,24764,-7,30
Magnolia Springs Dam,361338.0,TX03932,,0.0,0.0,0.0,0.0,Texas,State,Irrigation,0.0,0.0,0.0,1958.0,,NID,246696.0,NID,182.88,3.6576,-94.0416426978,30.7134988857,1111469,630030783.0,20.2122,0.0,,-7.0,"[0, 9]",0,1,5,0,0,-7,30
Lake Tejas Dam,361210.0,TX03773,,0.0,0.0,0.0,0.0,Texas,Local Government,Recreation,0.0,0.0,0.0,1935.0,,NID,267665.16,NID,182.88,5.4864,-94.4055722972,30.9022256187,1111379,630030785.0,4.8987,0.0,,361211.0,"[0, 9]",0,1,5,24766,24766,-7,30
Turkey Creek WS SCS Site 2 Dam,360438.0,TX02922,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1962.0,,NID,2532334.44,NID,762.0,10.9728,-99.2381634231,32.2069774833,165912381,630030893.0,13.8708,0.0,,360435.0,"[0, 9]",0,1,5,26493,26493,-8,19
Tehuacana Creek WS SCS Site 28 Dam,361486.0,TX04116,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1963.0,,NID,4690924.44,NID,640.08,11.8872,-96.9393156266,31.5570696844,24943393,630030900.0,15.9804,0.0,,110278.0,"[0, 9]",0,1,5,0,110278,-25,18
Duck Creek WS SCS Site 11 Dam,359036.0,TX01369,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1968.0,,NID,3260087.64,NID,1356.36,6.7056,-100.899051749,33.4573447965,14034619,630030909.0,17.7156,0.0,,363361.0,"[0, 9]",0,1,5,27195,27195,-25,18
So Relle Lake Dam,359847.0,TX02291,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1964.0,,NID,1233480.0,NID,304.8,15.24,-100.546443888,33.066981482,14034609,630030911.0,12.4578,0.0,,363361.0,"[0, 9]",0,1,5,27195,27195,-25,18
Bilby Wallace Ranch Lake Dam,359845.0,TX02289,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1960.0,,NID,162819.36,NID,121.92,9.144,-100.696193453,33.1462966609,14034605,630030912.0,24.0993,0.0,,363361.0,"[0, 9]",0,1,5,27195,27195,-25,18
Fred C Martin West Tank Dam,359968.0,TX02417,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1971.0,,NID,246696.0,NID,213.36,5.4864,-100.230042622,33.044685282,13700631,630031007.0,8.7984,0.0,,363361.0,"[0, 9]",0,1,5,27195,27195,-25,18
Bull Tank Dam,360756.0,TX03259,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1936.0,,NID,444052.8,NID,121.92,5.4864,-102.478798618,33.8767692807,13513186,630031044.0,59.7474,0.0,,,"[2, 9]",1,1,0,0,0,0,0
Cochina Pozo Tank Dam,362827.0,TX05595,,0.0,0.0,0.0,0.0,Texas,Private,,0.0,0.0,0.0,1973.0,,NID,610572.6,NID,274.32,2.1336,-99.5187544226,28.4277904225,10895477,630031061.0,16.3296,0.0,,362158.0,"[0, 9]",0,1,5,27228,27228,-142,21
Catarina Lake Dam,359872.0,TX02318,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1940.0,,NID,345374.4,NID,274.32,4.2672,-99.7425488355,28.2955642394,10895427,630031063.0,7.5645,0.0,[np.float64(362829.0)],362158.0,[0],0,0,5,27228,27228,-142,21
Big Tank Dam Rogers,364211.0,TX07165,,0.0,0.0,0.0,0.0,Texas,Private,,0.0,0.0,0.0,1992.0,,NID,1677532.8,NID,0.0,6.096,-99.91161389,28.3311105438,10894917,630031084.0,21.9852,0.0,,362158.0,"[0, 9]",0,1,5,27228,27228,-142,21
Allen North Lake Dam,362899.0,TX05671,,0.0,0.0,0.0,0.0,Texas,Private,,0.0,0.0,0.0,1972.0,,NID,139383.24,NID,259.08,3.3528,-99.8447618221,28.5852642223,10894175,630031101.0,5.0724,0.0,,363184.0,"[0, 9]",0,1,5,27228,27228,-142,21
Victor Braunig Dam,107861.0,TX01432,1309.0,0.0,0.0,0.0,1.0,Texas,Private,Hydroelectric,0.0,0.0,0.0,1963.0,,NID,39871007.52,NID,2937.6624,24.384,-98.3645233374,29.2460522212,10840546,630031152.0,24.9669,0.0,,361129.0,"[0, 9]",0,1,5,0,0,-32,0
Salado Creek WS SCS Site 11 Dam,362055.0,TX04760,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1980.0,,NID,7793126.64,NID,541.02,24.384,-98.4329518736,29.6032038874,10840256,630031162.0,17.1324,0.0,,364249.0,"[0, 9]",0,1,5,0,0,-32,0
Salado Creek WS SCS Site 12 Dam,361569.0,TX04208,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1974.0,,NID,9666782.76,NID,792.48,29.8704,-98.388537187,29.6253978997,10840244,630031163.0,35.0505,0.0,,361703.0,"[0, 9]",0,1,5,0,0,-32,0
Salado Creek WS SCS Site 4 Dam,359125.0,TX01468,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1972.0,,NID,4880880.36,NID,442.2648,17.6784,-98.5216114242,29.6243732874,10840242,630031164.0,13.8591,0.0,,362404.0,"[0, 9]",0,1,5,0,0,-32,0
Salado Creek WS SCS Site 1 Dam,362020.0,TX04716,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1975.0,,NID,10700439.0,NID,707.136,25.2984,-98.5968140241,29.6589256206,10840236,630031165.0,29.538,0.0,,364535.0,"[0, 9]",0,1,5,0,0,-32,0
Color Spot Nurseries Dam,364791.0,TX09679,,0.0,0.0,0.0,0.0,Texas,Private,Other,0.0,0.0,0.0,2011.0,,NID,49339.2,NID,502.92,4.572,-98.6862212906,29.2735866212,10836466,630031172.0,0.738,0.0,,361129.0,"[0, 9]",0,1,5,0,0,-32,0
White Lake Dam,359128.0,TX01471,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1970.0,,NID,518061.6,NID,220.98,12.8016,-98.7581736905,29.6547364873,10835458,630031196.0,7.2297,0.0,[np.float64(362476.0)],361750.0,[0],0,0,5,0,0,-32,0
Walton Lake Dam,360420.0,TX02903,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1940.0,,NID,773391.96,NID,381.0,15.24,-98.8377976237,29.6663144873,10835448,630031198.0,4.1283,0.0,,364743.0,"[0, 9]",0,1,5,0,0,-32,0
Hadfield Lake Dam,362307.0,TX05052,,0.0,0.0,0.0,0.0,Texas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1950.0,,NID,74008.8,NID,137.16,3.048,-99.2302008549,29.8011003648,10834540,630031217.0,5.9499,0.0,,25894.0,"[0, 9]",0,1,5,25894,25894,-32,0
Brewington Creek Ranch Dam,360428.0,TX02912,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1964.0,,NID,299735.64,NID,115.824,11.2776,-99.3686595016,29.8853239062,10834508,630031220.0,25.4358,0.0,,25894.0,"[0, 9]",0,1,5,25894,25894,-32,0
Taylor Lake No 2 Dam,360017.0,TX02473,,0.0,0.0,0.0,0.0,Texas,Private,,0.0,0.0,0.0,1965.0,,NID,150484.56,NID,201.168,5.4864,-98.1792586914,28.6423936222,10828748,630031257.0,4.5378,0.0,[np.float64(360016.0)],360018.0,[0],0,0,5,27228,27228,-142,21
Kyote Lake Dam,361897.0,TX04580,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1968.0,,NID,128281.92,NID,271.272,3.048,-98.8100576765,28.9995198421,10828670,630031268.0,4.1121,0.0,,360024.0,"[0, 9]",0,1,5,27228,27228,-142,21
Weatherston Ranch Dam,363688.0,TX06582,,0.0,0.0,0.0,0.0,Texas,Private,Fish and Wildlife Pond,0.0,0.0,0.0,1969.0,,NID,160352.4,NID,260.2992,5.4864,-98.5184828159,28.9451126694,10827696,630031299.0,19.3266,0.0,[np.float64(360668.0)],360024.0,[0],0,0,5,27228,27228,-142,21
Kilgore Lake Dam,361132.0,TX03689,,0.0,0.0,0.0,0.0,Texas,Private,,0.0,0.0,0.0,1961.0,,NID,96211.44,NID,228.6,3.9624,-98.2300394691,29.0077766891,10827048,630031303.0,3.429,0.0,,360024.0,"[0, 9]",0,1,5,27228,27228,-142,21
Twin Lake Estates East Lake Dam,359383.0,TX01784,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1964.0,,NID,320704.8,NID,396.24,6.7056,-98.8106758237,29.219852888,10827032,630031306.0,2.7387,0.0,[np.float64(359384.0)],363691.0,[0],0,0,5,27228,27228,-142,21
Strickland Dam No 2,360662.0,TX03159,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1968.0,,NID,86343.6,NID,243.84,2.1336,-98.5480142908,28.7024708888,10672297,630031321.0,2.1915,0.0,[np.float64(360663.0)],27491.0,[0],0,0,5,27491,27491,-142,21
San Miguel Lignite Mine Dam 15e,363675.0,TX06566,,0.0,0.0,0.0,0.0,Texas,Private,Other,0.0,0.0,0.0,1989.0,,NID,6481937.4,NID,384.048,8.2296,-98.51314079,28.6331848594,10671005,630031343.0,11.2473,0.0,,27491.0,"[0, 9]",0,1,5,27491,27491,-142,21
Bounds Lake Dam,359575.0,TX01997,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1969.0,,NID,236828.16,NID,365.76,4.8768,-98.8193964904,28.3529204227,10664568,630031374.0,3.2409,0.0,,27491.0,"[0, 9]",0,1,5,27491,27491,-142,21
Robert Wheeler Lake No 2 Dam,360510.0,TX02998,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1968.0,,NID,222026.4,NID,182.88,4.8768,-98.6414010907,28.5718560223,10663330,630031394.0,1.872,0.0,,360511.0,"[0, 9]",0,1,5,27491,27491,-142,21
Collins Lake Dam,359396.0,TX01798,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1970.0,,NID,370044.0,NID,396.24,4.572,-99.2423752231,29.2738210212,10656655,630031438.0,5.5458,0.0,[np.float64(359395.0)],27491.0,[0],0,0,5,27491,27491,-142,21
Shadow Dance Ranch Dam,362079.0,TX04790,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1978.0,,NID,465021.96,NID,259.08,10.668,-99.3197849436,29.7184297132,10654663,630031470.0,8.6481,0.0,,361661.0,"[0, 9]",0,1,5,27491,27491,-142,21
Mcclennahan Lake No 2 Dam,360418.0,TX02901,,0.0,0.0,0.0,0.0,Texas,Private,Irrigation,0.0,0.0,0.0,1964.0,,NID,185022.0,NID,109.728,10.668,-99.3412389353,29.6718863333,10653749,630031483.0,17.1189,0.0,,361661.0,"[0, 9]",0,1,5,27491,27491,-142,21
Leona River WS SCS Site 2a Dam,363604.0,TX06457,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1983.0,,NID,4018677.84,NID,784.86,9.144,-99.8152631025,29.2834010511,10646909,630031525.0,23.6979,0.0,[np.float64(361529.0)],361527.0,[0],0,0,5,27491,27491,-142,21
Duval County Ranch Colorado Tank Dam,359511.0,TX01924,,0.0,0.0,0.0,0.0,Texas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1969.0,,NID,279999.96,NID,198.12,2.7432,-98.7117602906,27.90795689,10634587,630031607.0,7.2513,0.0,[np.float64(359512.0)],359514.0,[0],0,0,5,27228,27228,-142,21
Martinena Ranch Lake Dam,362679.0,TX05442,,0.0,0.0,0.0,0.0,Texas,Private,,0.0,0.0,0.0,1979.0,,NID,325638.72,NID,579.12,3.3528,-99.2075738231,27.9511062899,10633545,630031645.0,9.7119,0.0,,360532.0,"[0, 9]",0,1,5,27228,27228,-142,21
Duval County Ranch Lake No 1 Dam,359505.0,TX01918,,0.0,0.0,0.0,0.0,Texas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1969.0,,NID,355242.24,NID,426.72,3.048,-98.7401134238,28.0399792231,10632295,630031682.0,17.3619,0.0,,360532.0,"[0, 9]",0,1,5,27228,27228,-142,21
Bowles Lake Dam,362666.0,TX05429,,0.0,0.0,0.0,0.0,Texas,Private,,0.0,0.0,0.0,1974.0,,NID,387312.72,NID,353.568,4.2672,-98.8181477359,28.0571840226,10632285,630031684.0,2.8224,0.0,,362524.0,"[0, 9]",0,1,5,27228,27228,-142,21
Welder Lake No 5 Dam,359565.0,TX01987,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1944.0,,NID,1036123.2,NID,670.56,4.2672,-98.9088479036,28.2281987316,10632227,630031694.0,8.0784,0.0,[np.float64(359581.0)],360532.0,"[0, 8]",0,0,5,27228,27228,-142,21
Welder Lake No 3 Dam,359563.0,TX01985,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1944.0,,NID,444052.8,NID,304.8,4.572,-98.8861224903,28.2426688228,10632225,630031695.0,4.4496,0.0,,360532.0,"[0, 9]",0,1,5,27228,27228,-142,21
Mustang Tank Dam,360555.0,TX03044,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1968.0,,NID,585903.0,NID,347.472,4.2672,-98.5111062594,28.255688959,10632223,630031696.0,17.1972,0.0,,360532.0,"[0, 9]",0,1,5,27228,27228,-142,21
Brown Lake Dam,360553.0,TX03042,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1968.0,,NID,308370.0,NID,524.256,6.096,-98.5750326241,28.2615106228,10632221,630031697.0,5.7492,0.0,[np.float64(360542.0)],360532.0,[0],0,0,5,27228,27228,-142,21
Walker Lake No 3 Dam,359578.0,TX02000,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1964.0,,NID,108546.24,NID,452.628,3.3528,-98.9850992901,28.2602344895,10632147,630031705.0,42.9624,0.0,,360532.0,"[0, 9]",0,1,5,27228,27228,-142,21
Koehne Lake Dam,359557.0,TX01978,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1964.0,,NID,345374.4,NID,670.56,4.2672,-99.1758320898,28.2109696895,10630537,630031733.0,30.1482,0.0,,360532.0,"[0, 9]",0,1,5,27228,27228,-142,21
Allerkamp Ranch Lake Dam,362519.0,TX05274,,0.0,0.0,0.0,0.0,Texas,Private,,0.0,0.0,0.0,1950.0,,NID,236828.16,NID,365.76,5.4864,-99.2033286898,28.3635446226,10630503,630031734.0,4.6395,0.0,,359592.0,"[0, 9]",0,1,5,27228,27228,-142,21
Watkins Lake No 2 Dam,359403.0,TX01805,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1958.0,,NID,693215.76,NID,391.668,5.4864,-99.9679102339,28.979748395,10623887,630031778.0,36.9324,0.0,[np.float64(359399.0)],359885.0,[0],0,0,5,27228,27228,-142,21
Saner Lake No 1 Dam,361122.0,TX03675,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1940.0,,NID,450220.2,NID,0.0,5.7912,-100.265310261,28.9692511859,10623087,630031787.0,29.7639,0.0,,362451.0,"[0, 9]",0,1,5,27228,27228,-142,21
Smyth Dam,361526.0,TX04162,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1928.0,,NID,4312246.08,NID,563.88,5.4864,-99.9808700219,29.1327528214,10622377,630031802.0,45.5391,0.0,,361524.0,"[0, 9]",0,1,5,27228,27228,-142,21
Anacacho Lake Dam,362483.0,TX05235,,0.0,0.0,0.0,0.0,Texas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1974.0,,NID,373744.44,NID,167.64,8.8392,-100.26871331,29.1695168994,10621177,630031813.0,5.8383,0.0,,362451.0,"[0, 9]",0,1,5,27228,27228,-142,21
Hobbs Tank Dam,362484.0,TX05236,,0.0,0.0,0.0,0.0,Texas,Private,"Fire Protection, Stock, Or Small Fish Pond",0.0,0.0,0.0,1974.0,,NID,214625.52,NID,304.8,4.572,-100.369767288,29.1899820214,10621167,630031814.0,5.6115,0.0,,362451.0,"[0, 9]",0,1,5,27228,27228,-142,21
Slayden Lake No 1 Dam,358044.0,TX00310,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1958.0,,NID,127048.44,NID,188.976,5.4864,-94.2105721012,31.7067140076,9534921,630031869.0,3.0051,0.0,,358043.0,"[0, 9]",0,1,5,0,84229,-7,30
Carlson Francis Reservoirs,363207.0,TX06011,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1971.0,,NID,257797.32,NID,1600.2,2.1336,-96.2240698862,29.1469300757,9354326,630031985.0,7.1991,1.0,,,"[10, 9]",1,1,5,0,0,0,0
Javalina Lake Dam,361301.0,TX03886,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1957.0,,NID,104845.8,NID,160.02,7.9248,-93.8643407277,30.8143561057,8330788,630032052.0,1.3995,0.0,[np.float64(361299.0)],-7.0,[0],0,0,5,0,0,-7,30
Pletcher Lake Dam,361383.0,TX03981,,0.0,0.0,0.0,0.0,Texas,Private,Irrigation,0.0,0.0,0.0,1963.0,,NID,166519.8,NID,213.36,5.1816,-99.9830754671,29.7728582063,7871209,630032174.0,10.0116,0.0,,361534.0,"[5, 0, 9]",0,1,5,27228,27228,-142,21
Dagen Lake Dam,362472.0,TX05223,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1962.0,,NID,103612.32,NID,176.784,4.8768,-98.0885314115,29.2695710931,7852091,630032220.0,12.6144,0.0,,361129.0,"[0, 9]",0,1,5,0,0,-32,0
Martinez Creek WS SCS Site 1 Dam,359118.0,TX01461,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1964.0,,NID,5048633.64,NID,696.468,15.8496,-98.3285384952,29.4715832481,7852077,630032221.0,15.9246,0.0,,361129.0,"[0, 9]",0,1,5,0,0,-32,0
Lake Oz Dam,360249.0,TX02724,,0.0,0.0,0.0,0.0,Texas,Private,Irrigation,0.0,0.0,0.0,1964.0,,NID,61674.0,NID,152.4,3.6576,-98.7879354904,29.7780542871,7851057,630032231.0,21.1833,0.0,[np.float64(363024.0)],361964.0,[0],0,0,5,0,0,-32,0
Barnes Lake Dam,361336.0,TX03929,,0.0,0.0,0.0,0.0,Texas,Not Listed,,0.0,0.0,0.0,1962.0,,NID,342907.44,NID,393.192,7.3152,-96.8644230268,29.4060288877,7842069,630032280.0,1.7442,0.0,,-140.0,"[0, 9]",0,1,5,0,0,-140,20
Cummins Creek WS SCS Site 23 Dam,359491.0,TX01902,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1964.0,,NID,5088105.0,NID,1036.32,12.192,-96.729327372,29.9826278661,5791800,630032308.0,16.9002,0.0,,364505.0,"[0, 9]",0,1,5,0,0,-8,19
Cummins Creek WS SCS Site 21 Dam,359488.0,TX01899,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1959.0,,NID,4433127.12,NID,512.064,12.4968,-96.7830534269,29.9880572201,5791798,630032309.0,13.0536,0.0,,364505.0,"[0, 9]",0,1,5,0,0,-8,19
Cummins Creek WS SCS Site 15 Dam,359471.0,TX01881,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1959.0,,NID,2280704.52,NID,762.0,9.7536,-96.6437476938,30.0885574866,5790754,630032335.0,5.6556,0.0,,364505.0,"[0, 9]",0,1,5,0,0,-8,19
Cummins Creek WS SCS Site 7 Dam,359474.0,TX01885,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1959.0,,NID,5514889.08,NID,1496.568,9.7536,-96.715646227,30.1306828199,5790750,630032336.0,15.9381,0.0,,364505.0,"[0, 9]",0,1,5,0,0,-8,19
Lake Thunderbird Dam,360241.0,TX02714,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1962.0,,NID,357709.2,NID,365.76,6.4008,-97.110913493,30.0596994867,5789942,630032359.0,1.782,0.0,,364309.0,"[0, 9]",0,1,5,0,0,-8,19
Droemer Lake Dam,360237.0,TX02710,,0.0,0.0,0.0,0.0,Texas,Private,Irrigation,0.0,0.0,0.0,1948.0,,NID,942378.72,NID,528.828,9.7536,-97.1352292263,30.1177624866,5789916,630032364.0,4.3947,0.0,,364505.0,"[0, 9]",0,1,5,0,0,-8,19
Hamff Lake No 3 Dam,360189.0,TX02658,,0.0,0.0,0.0,0.0,Texas,Private,Water Supply,0.0,0.0,0.0,1948.0,,NID,101145.36,NID,358.14,5.1816,-97.0344406932,30.1745026198,5789896,630032366.0,0.9999,0.0,[np.float64(360188.0)],364505.0,[0],0,0,5,0,0,-8,19
Rod Lake No 2 Dam,362957.0,TX05730,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1979.0,,NID,515594.64,NID,198.12,10.668,-97.2185726929,30.0052712201,5789476,630032380.0,2.7513,0.0,[np.float64(362956.0)],361639.0,[0],0,0,5,0,0,-8,19
Jenkins and White Pond Dam,358763.0,TX01084,,0.0,0.0,0.0,0.0,Texas,Private,Recreation,0.0,0.0,0.0,1966.0,,NID,162819.36,NID,178.308,6.7056,-97.6408350922,30.1416374865,5789176,630032394.0,80.3493,0.0,,364505.0,"[0, 9]",0,1,5,0,0,-8,19
Williams Creek WS SCS Site 1 Dam,360088.0,TX02547,,0.0,0.0,0.0,0.0,Texas,Local Government,Flood Risk Reduction,0.0,0.0,0.0,1968.0,,NID,3255153.72,NID,841.248,14.0208,-98.5951170259,30.1770288256,5786115,630032416.0,14.1354,0.0,,359220.0,"[0, 9]",0,1,5,25458,25458,-8,19
