Dam_Name,ShortID,NID,GRanD_ID,IsSite,IsUSBR,IsUSACE,IsGRanD,State,OwnerTypes,PrimaryPur,IsRiverMth,delta,IsLock,yrc,yrr,yrc_source,MaxStor_m3,StorSource,Dam_Len_m,DamH_m,Longitude,Latitude,COMID,Hydroseq,DivDASqKM,Moved,FromDam,ToDam,flag,flagTerm,flagHW,countryOut,SiteTag,GRanDTag,RiverTag,DeltaTag
Mills Mills Dam,342000.0,NY00841,,0.0,0.0,0.0,0.0,New York,Private,Hydroelectric,0.0,0.0,0.0,1930.0,,NID,92511.0,NID,51.816,3.6576,-78.1203479779,42.5002723681,15549569,90015752.0,151.558,0.0,[np.float64(341866.0)],341687.0,[0],0,0,2,17568,0,-119,0
Clintonville Dam,316194.0,MI00241,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1915.0,,NID,4810572.0,NID,60.96,4.2672,-83.3510755536,42.6902139896,13184752,90015796.0,174.598,0.0,[np.float64(316222.0)],316197.0,[0],0,0,2,0,0,0,0
Brighton Lake Dam,316491.0,MI00595,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1929.0,,NID,3361233.0,NID,61.8744,6.096,-83.8024737804,42.5170012007,13174035,90015801.0,59.949,0.0,[np.float64(316502.0)],316011.0,[0],0,0,2,9775,9756,0,0
Marble Lake Dam,316742.0,MI01130,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1962.0,,NID,5316298.8,NID,10.0584,2.7432,-84.912178285,41.924119706,12258224,90015860.0,225.536,0.0,,316023.0,"[0, 9]",0,1,2,0,53866,-112,0
Dollarville Dam,316205.0,MI00254,,0.0,0.0,0.0,0.0,Michigan,State,Recreation,0.0,0.0,0.0,1971.0,,NID,12828192.0,NID,762.0,3.6576,-85.5481513218,46.3544755404,12189323,90015881.0,436.501,0.0,[np.float64(316306.0)],,[10],1,0,2,0,0,0,0
Kiel,369460.0,WI00151,,0.0,0.0,0.0,0.0,Wisconsin,Local Government,Recreation,0.0,0.0,0.0,1913.0,,NID,653744.4,NID,60.96,3.048,-88.0271679738,43.9118625318,12177306,90015883.0,400.882,0.0,[np.float64(369585.0)],369461.0,[0],0,0,2,0,0,0,0
Hoist,64493.0,MI00175,1428.0,0.0,0.0,0.0,1.0,Michigan,Not Listed,Hydroelectric,0.0,0.0,0.0,1941.0,,NID,51394177.68,NID,1110.0816,19.812,-87.5710795994,46.5641869592,12026476,90015901.0,359.667,0.0,[np.float64(64514.0)],316151.0,[0],0,0,2,0,0,0,0
Bond Falls Main Dam,64471.0,MI00153,1435.0,0.0,0.0,0.0,1.0,Michigan,Not Listed,Hydroelectric,0.0,0.0,0.0,1938.0,,NID,44405280.0,NID,249.936,15.24,-89.1291762879,46.4075355462,11951445,90015906.0,511.825,0.0,[np.float64(316335.0)],,[10],1,0,2,0,0,0,0
Onondaga Dam,341958.0,NY00794,,0.0,0.0,0.0,0.0,New York,State,Flood Risk Reduction,0.0,0.0,0.0,1949.0,,NID,59700432.0,NID,624.84,20.4216,-76.1752602411,42.9301952796,21977279,90016045.0,188.577,0.0,,90751.0,"[0, 9]",0,1,2,0,90751,-120,0
Forked Lake Sluiceway Dam,90323.0,NY00263,2125.0,0.0,0.0,0.0,1.0,New York,State,Recreation,0.0,0.0,0.0,1954.0,,NID,32327043.84,NID,22.86,4.572,-74.5263843298,43.9061113862,15469129,90016141.0,471.156,0.0,"[np.float64(342479.0), np.float64(342480.0)]",90718.0,[0],0,0,11,0,90718,0,0
Misteguay Creek 4,316061.0,MI00067,,0.0,0.0,0.0,0.0,Michigan,Private,Flood Risk Reduction,0.0,0.0,0.0,1967.0,,NID,9189426.0,NID,304.8,11.8872,-83.9776491801,43.2164797329,13016613,90016189.0,369.44,0.0,[np.float64(384775.0)],316539.0,[0],0,0,2,0,0,-117,0
Kawkawlin River Walleye Pond Dam,316796.0,MI01593,,0.0,0.0,0.0,0.0,Michigan,State,Other,0.0,0.0,0.0,1978.0,,NID,101145.36,NID,152.4,3.048,-83.9750483493,43.6401146442,12936780,90016204.0,263.551,0.0,,,"[10, 9]",1,1,2,0,0,0,0
Barton,369513.0,WI00218,,0.0,0.0,0.0,0.0,Wisconsin,Local Government,Recreation,0.0,0.0,0.0,1846.0,,NID,209691.6,NID,85.344,4.2672,-88.18143714,43.4421760114,12163492,90016266.0,577.577,0.0,"[np.float64(369447.0), np.float64(369397.0)]",369594.0,[0],0,0,2,152206,0,0,0
Nartron Dam,316262.0,MI00320,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1956.0,,NID,444052.8,NID,146.304,5.1816,-85.514070311,43.8932303985,12133372,90016272.0,225.889,0.0,[np.float64(316623.0)],316159.0,[0],0,0,2,0,0,-113,0
Reedsburg Dam,316179.0,MI00222,,0.0,0.0,0.0,0.0,Michigan,State,Recreation,0.0,0.0,0.0,1941.0,,NID,4255506.0,NID,193.8528,4.8768,-84.859802079,44.3560996413,12129538,90016274.0,884.262,0.0,"[np.float64(316281.0), np.float64(65832.0), np.float64(316284.0)]",316159.0,[0],0,0,2,0,0,-113,0
Wilcox Dam,316325.0,MI00398,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1933.0,,NID,148017.6,NID,289.56,8.2296,-83.4583557809,42.3838734675,10850224,90016292.0,149.44,0.0,[np.float64(9767.0)],9766.0,[0],0,0,2,9766,0,0,0
Caroline,369580.0,WI00309,,0.0,0.0,0.0,0.0,Wisconsin,Local Government,Other,0.0,0.0,0.0,1878.0,,NID,234361.2,NID,103.632,3.9624,-88.8914283665,44.7224034069,9031951,90016306.0,624.138,0.0,[np.float64(369387.0)],369501.0,[0],0,0,2,0,118419,0,0
Soo Locks,84053.0,MI00650,6825.0,0.0,0.0,1.0,1.0,Michigan,Federal,Navigation,0.0,0.0,1.0,1700.0,,USACE,342341000000.0,USACE,295.0464,5.1816,-84.3652767232,46.4983554389,904020533,90016398.0,209585.263,1.0,,,"[2, 9]",1,1,2,0,0,0,0
Holly Dam,316204.0,MI00253,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1840.0,,NID,684581.4,NID,121.92,3.6576,-83.6241633393,42.7861570795,13031517,90016570.0,105.31,0.0,"[np.float64(316196.0), np.float64(316583.0)]",316054.0,[0],0,0,2,0,0,-117,0
Michigan Center Dam,316105.0,MI00122,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1911.0,,NID,9867840.0,NID,27.432,3.048,-84.3260939129,42.2288438678,12246418,90016625.0,160.419,0.0,[np.float64(316108.0)],316797.0,[0],0,0,2,0,0,-114,0
Grass Lake Dam,316434.0,MI00527,,0.0,0.0,0.0,0.0,Michigan,State,Recreation,0.0,0.0,0.0,1951.0,,NID,6414096.0,NID,53.6448,2.4384,-85.8483434811,44.5920391861,12227925,90016635.0,234.068,0.0,,316422.0,"[0, 9]",0,1,2,0,0,0,0
Brickbauer,369582.0,WI00311,,0.0,0.0,0.0,0.0,Wisconsin,Private,Recreation,0.0,0.0,0.0,1865.0,,NID,86343.6,NID,228.6,3.3528,-87.9752933072,43.7345825321,12175942,90016644.0,144.588,0.0,[np.float64(369837.0)],369409.0,[0],0,0,2,0,0,0,0
Lighting Plant,369521.0,WI00228,,0.0,0.0,0.0,0.0,Wisconsin,Private,Hydroelectric,0.0,0.0,0.0,1927.0,,NID,296035.2,NID,91.44,7.62,-89.086100956,44.3630355112,9036435,90016697.0,380.644,0.0,"[np.float64(369482.0), np.float64(369565.0)]",369929.0,[0],0,0,2,0,118419,0,0
Kingston,369449.0,WI00135,,0.0,0.0,0.0,0.0,Wisconsin,Local Government,Recreation,0.0,0.0,0.0,1848.0,,NID,1480176.0,NID,234.696,4.8768,-89.1261037054,43.6955347988,6868145,90016721.0,255.144,0.0,"[np.float64(370189.0), np.float64(369445.0)]",369972.0,[0],0,0,2,0,118814,0,0
Concord Dam,316106.0,MI00123,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1830.0,,NID,493392.0,NID,82.296,3.6576,-84.6504896526,42.179740091,3470571,90016765.0,135.226,0.0,[np.float64(316107.0)],316029.0,[0],0,0,2,0,64469,0,0
Jamesville Reservoir Dam,341660.0,NY00418,,0.0,0.0,0.0,0.0,New York,State,Navigation,0.0,0.0,0.0,1874.0,,NID,7709250.0,NID,135.9408,16.1544,-76.0696393257,42.9824819333,22027390,90016808.0,112.948,0.0,[np.float64(342725.0)],90448.0,[0],0,0,2,0,90448,-120,0
Chittenango Creek Dam,342731.0,NY11910,,0.0,0.0,0.0,0.0,New York,State,Hydroelectric,0.0,0.0,0.0,1850.0,,NID,134449.32,NID,41.7576,3.048,-75.870921726,43.0564535332,22024222,90016812.0,201.671,0.0,"[np.float64(342740.0), np.float64(341625.0)]",90448.0,[0],0,0,2,0,90448,-120,0
Upper Perch River Dam,342728.0,NY11856,,0.0,0.0,0.0,0.0,New York,State,Fish and Wildlife Pond,0.0,0.0,0.0,1957.0,,NID,4687224.0,NID,426.72,2.1336,-75.9642109597,44.0859776556,15504942,90016926.0,191.039,0.0,[np.float64(342640.0)],341639.0,[0],0,0,2,0,0,0,0
Forge Dam,341753.0,NY00540,,0.0,0.0,0.0,0.0,New York,Local Government,Recreation,0.0,0.0,0.0,1921.0,,NID,8407399.68,NID,70.104,7.62,-74.0410577296,44.841349624,15450386,90016941.0,262.465,0.0,,342797.0,"[0, 9]",0,1,11,0,0,0,0
Saline River Dam,120957.0,MI00485,,1.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1937.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",296159.0,"RESSED, https://water.usgs.gov/osw/ressed/",232.2576,5.7912,-83.7893329886,42.1633599113,13226642,90016951.0,202.681,1.0,,316600.0,"[0, 9]",0,1,2,0,0,0,0
Unadilla Mill Dam,316501.0,MI00605,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1860.0,,NID,80176.2,NID,114.6048,3.048,-84.0516948878,42.4295665534,13177353,90016961.0,147.948,0.0,,316011.0,"[0, 9]",0,1,2,9775,9756,0,0
Atlas Dam,316053.0,MI00057,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1835.0,,NID,622907.4,NID,82.296,6.7056,-83.5333680199,42.9380862856,13020193,90016984.0,135.608,0.0,[np.float64(316055.0)],316057.0,[0],0,0,2,0,0,-117,0
Hubbard Lake Dam,64494.0,MI00176,1476.0,0.0,0.0,0.0,1.0,Michigan,Private,Hydroelectric,0.0,0.0,0.0,1890.0,,NID,43418496.0,NID,32.9184,3.3528,-83.5957484664,44.857317259,12962371,90016997.0,403.333,0.0,[np.float64(316463.0)],64507.0,[0],0,0,2,0,64507,0,0
Lower Mill Dam,316032.0,MI00032,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1840.0,,NID,277533.0,NID,97.536,5.1816,-86.0972622381,41.9824167248,12264868,90017021.0,179.114,0.0,[np.float64(316035.0)],316133.0,[0],0,0,2,0,0,-112,0
Sylvan Lake Dam,305185.0,IN00383,,0.0,0.0,0.0,0.0,Indiana,Local Government,Recreation,0.0,0.0,0.0,1839.0,,NID,9127752.0,NID,832.104,9.144,-85.3768029336,41.5001037637,12262994,90017023.0,87.298,0.0,[np.float64(304915.0)],305115.0,[0],0,0,2,0,53866,-112,0
Neshoto,369462.0,WI00153,,0.0,0.0,0.0,0.0,Wisconsin,Private,,0.0,0.0,0.0,1914.0,,NID,542731.2,NID,609.6,4.572,-87.6507455542,44.1758513384,12173620,90017066.0,420.938,0.0,,,"[10, 9]",1,1,2,0,0,0,0
Greenwood Afterbay Dam,316100.0,MI00114,,0.0,0.0,0.0,0.0,Michigan,Private,Water Supply,0.0,0.0,0.0,1973.0,,NID,1332158.4,NID,185.928,12.4968,-87.7854109075,46.4347709946,11959926,90017090.0,172.433,0.0,,316137.0,"[0, 9]",0,1,2,0,0,0,0
Phoenix Dam,9767.0,MI00397,,1.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1869.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",277533.0,"RESSED, https://water.usgs.gov/osw/ressed/",152.4,7.3152,-83.4668322104,42.3923838817,10850222,90017104.0,145.538,1.0,[np.float64(9769.0)],316325.0,[0],0,0,2,9766,0,0,0
Felt Mill,369520.0,WI00227,,0.0,0.0,0.0,0.0,Wisconsin,Private,Hydroelectric,0.0,0.0,0.0,1900.0,,NID,308370.0,NID,121.92,7.9248,-89.0706476502,44.3435563304,9036811,90017117.0,231.584,0.0,"[np.float64(370087.0), np.float64(369605.0)]",369929.0,[0],0,0,2,0,118419,0,0
Hart Lake,316228.0,MI00281,,0.0,0.0,0.0,0.0,Michigan,Local Government,Hydroelectric,0.0,0.0,0.0,1927.0,,NID,4440528.0,NID,176.784,9.4488,-86.3698346232,43.7174065319,8992106,90017138.0,192.397,0.0,[np.float64(316227.0)],,[10],1,0,2,0,0,0,0
Upper Green Lake,118412.0,WI00633,1502.0,0.0,0.0,0.0,1.0,Wisconsin,Local Government,Recreation,0.0,0.0,0.0,1869.0,,NID,49339200.0,NID,60.96,2.4384,-88.9605754412,43.846658848,6865527,90017151.0,265.255,0.0,[np.float64(369446.0)],370205.0,[0],0,0,2,0,118419,0,0
Snooks Ice Pond Dam,342723.0,NY11736,,0.0,0.0,0.0,0.0,New York,Private,Recreation,0.0,0.0,0.0,1850.0,,NID,82396.464,NID,0.0,4.572,-76.0116306781,43.0118995984,22026054,90017237.0,222.159,0.0,"[np.float64(342726.0), np.float64(342500.0)]",90448.0,[0],0,0,2,0,90448,-120,0
Village of Lyndonville Dam,342687.0,NY10414,,0.0,0.0,0.0,0.0,New York,Local Government,Recreation,0.0,0.0,0.0,1948.0,,NID,29603.52,NID,83.82,3.3528,-78.3889001867,43.3223298924,15559561,90017338.0,221.119,0.0,"[np.float64(343081.0), np.float64(343075.0)]",,[10],1,0,2,0,0,0,0
Brown Bridge Dam,316449.0,MI00544,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1921.0,,NID,3453744.0,NID,731.52,14.0208,-85.5095251938,44.6434613064,13058260,90017413.0,389.918,0.0,[np.float64(316468.0)],316424.0,[0],0,0,2,0,64793,0,0
Thread Lake Dam,316059.0,MI00063,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1973.0,,NID,1541850.0,NID,89.3064,2.7432,-83.6748411806,43.0029669333,13016751,90017435.0,167.743,0.0,[np.float64(316215.0)],316539.0,[0],0,0,2,0,0,-117,0
Blackhawk Dam,316022.0,MI00020,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1830.0,,NID,340440.48,NID,316.992,5.4864,-85.0480203784,41.9158896683,12262348,90017478.0,65.019,0.0,[np.float64(316829.0)],316023.0,[0],0,0,2,0,53866,-112,0
Peterson Dam,316845.0,MI02119,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,0.0,,,133215.84,NID,109.728,2.7432,-85.9736809687,43.4247029281,12134844,90017522.0,46.633,0.0,,-113.0,"[0, 9]",0,1,2,0,0,-113,0
Greenwood Reservoir Dam,64770.0,MI00487,1431.0,0.0,0.0,0.0,1.0,Michigan,Private,Water Supply,0.0,0.0,0.0,1973.0,,NID,28061670.0,NID,1341.12,18.288,-87.8016683532,46.4424149531,11960052,90017539.0,171.378,0.0,,,"[10, 9]",1,1,2,0,0,0,0
Pattison State Park,369444.0,WI00127,,0.0,0.0,0.0,0.0,Wisconsin,State,Recreation,0.0,0.0,0.0,1931.0,,NID,419383.2,NID,91.44,6.096,-92.1204593675,46.5352491944,1800569,90017654.0,197.587,0.0,,,"[10, 9]",1,1,2,0,0,0,0
Whitewater Reservoir,65863.0,MN00770,754.0,0.0,0.0,0.0,1.0,Minnesota,Public Utility,Water Supply,0.0,0.0,0.0,1954.0,,NID,33147308.04,NID,964.692,12.192,-92.1825411066,47.4906452957,1783684,90017661.0,13.761,0.0,,316997.0,"[0, 9]",0,1,2,0,0,-110,0
Stone Mills Dam 2,342640.0,NY01595,,0.0,0.0,0.0,0.0,New York,State,Other,0.0,0.0,0.0,1989.0,,NID,5883699.6,NID,853.44,3.3528,-75.9572109245,44.0917442902,15504940,90017822.0,189.946,0.0,,342728.0,"[0, 9]",0,1,2,0,0,0,0
Mountain View Lake Dam,341342.0,NY00009,,0.0,0.0,0.0,0.0,New York,Local Government,Recreation,0.0,0.0,0.0,1979.0,,NID,23744490.0,NID,39.624,3.6576,-74.1399713646,44.7030923921,15449704,90017841.0,119.088,0.0,,341692.0,"[0, 9]",0,1,11,0,0,0,0
Waterford Multi-Lakes Level Control,316222.0,MI00275,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1973.0,,NID,4687224.0,NID,91.44,3.6576,-83.4045499143,42.7028080004,13184734,90017858.0,90.487,0.0,[np.float64(316193.0)],316194.0,[0],0,0,2,0,0,0,0
Winkler Pond Dam,316224.0,MI00277,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1917.0,,NID,246696.0,NID,97.536,3.9624,-83.1011122177,42.7073039213,13184702,90017859.0,179.642,0.0,[np.float64(316574.0)],,[10],1,0,2,0,0,0,0
Misteguay Creek 3a,384775.0,MI00069,,0.0,0.0,0.0,0.0,Michigan,Private,Flood Risk Reduction,0.0,0.0,0.0,1966.0,,NID,4979558.76,NID,310.896,8.8392,-83.9385977802,43.1601371997,13015549,90017897.0,267.541,1.0,[np.float64(316093.0)],316061.0,[0],0,0,2,0,0,-117,0
Upper South Dam,64519.0,MI00202,1471.0,0.0,0.0,0.0,1.0,Michigan,Not Listed,Hydroelectric,0.0,0.0,0.0,1930.0,,NID,67841400.0,NID,106.68,6.096,-83.7916047373,45.0242872105,12960301,90017906.0,444.417,0.0,"[np.float64(316862.0), np.float64(316275.0)]",64507.0,[0],0,0,2,0,64507,0,0
Senske Dam,316006.0,MI00002,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1960.0,,NID,92511.0,NID,45.72,5.7912,-83.9164175802,43.9991771317,12936492,90017919.0,115.434,0.0,"[np.float64(316739.0), np.float64(316016.0)]",,[10],1,0,2,0,0,0,0
Upper Mill Dam,316035.0,MI00035,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1970.0,,NID,1640528.4,NID,121.92,4.2672,-86.0887983768,41.9840208682,12264866,90017931.0,173.569,0.0,[np.float64(316031.0)],316032.0,[0],0,0,2,0,0,-112,0
Mishicot,369464.0,WI00155,,0.0,0.0,0.0,0.0,Wisconsin,Local Government,Recreation,0.0,0.0,0.0,1846.0,,NID,246696.0,NID,56.388,3.3528,-87.641569549,44.238046792,12173484,90017974.0,270.996,0.0,,,"[10, 9]",1,1,2,0,0,0,0
"Stronach Lake (Old, Removed)",64544.0,MI00229 removed,,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1912.0,1998.0,"RESSED, https://water.usgs.gov/osw/ressed/",789428.0,"RESSED, https://water.usgs.gov/osw/ressed/",0.0,0.0,-85.8980744502,44.212244631,12121172,90017994.0,695.812,1.0,,64517.0,"[0, 9]",0,1,2,0,64517,-115,0
Poy Sippi,369523.0,WI00231,,0.0,0.0,0.0,0.0,Wisconsin,Private,Recreation,0.0,0.0,0.0,1935.0,,NID,308370.0,NID,62.1792,3.6576,-88.9973812483,44.1359881719,9034647,90018038.0,259.47,1.0,[np.float64(369989.0)],118419.0,[0],0,0,2,0,118419,0,0
Big Mosherville Dam,316075.0,MI00083,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1898.0,,NID,135682.8,NID,54.864,3.048,-84.660098979,42.0585458681,3471175,90018122.0,0.435,0.0,,316410.0,"[0, 9]",0,1,2,0,64469,0,0
Rice Creek Dam,316027.0,MI00025,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1835.0,,NID,61674.0,NID,152.4,3.6576,-84.9535569119,42.2674480011,3470509,90018124.0,249.883,0.0,,316412.0,"[0, 9]",0,1,2,0,64469,0,0
Floodwood Lake,316998.0,MN00096,,0.0,0.0,0.0,0.0,Minnesota,State,Recreation,0.0,0.0,0.0,1940.0,,NID,7663611.24,NID,10.668,2.4384,-93.0346145346,47.1691875661,1774988,90018144.0,71.43,0.0,,317305.0,"[0, 9]",0,1,2,0,0,-110,0
Sheboygan Marsh,369585.0,WI00314,,0.0,0.0,0.0,0.0,Wisconsin,Local Government,Recreation,0.0,0.0,0.0,1937.0,,NID,6167400.0,NID,30.48,5.1816,-88.0483123738,43.8490607986,904030507,90018160.0,343.351,0.0,[np.float64(370136.0)],369460.0,[0],0,0,2,0,0,0,0
Lake Hodgson Dam,343554.0,OH00669,,0.0,0.0,0.0,0.0,Ohio,Local Government,Water Supply,0.0,0.0,0.0,1843.0,,NID,3104669.16,NID,65.532,7.62,-81.2899969843,41.1386860028,15588702,90018264.0,118.299,0.0,,343414.0,"[0, 9]",0,1,2,0,0,0,0
Glenwood Lake Dam,341896.0,NY00717,,0.0,0.0,0.0,0.0,New York,Private,Hydroelectric,0.0,0.0,0.0,1903.0,,NID,2837004.0,NID,579.12,9.4488,-78.391442518,43.2344726194,15561223,90018282.0,406.705,1.0,[np.float64(341794.0)],90499.0,[0],0,0,2,0,90499,0,0
Dexter Dam,153449.0,MI00324,,1.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1932.0,2008.0,USGS Dam Removal Database,431720.0,USGS Dam Removal Database,27.432,4.572,-83.8907233466,42.3390430275,13175727,90018357.0,374.814,1.0,[np.float64(316825.0)],316619.0,[0],0,0,2,9775,9756,0,0
Goodrich Dam,316055.0,MI00059,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1913.0,,NID,308370.0,NID,77.724,6.7056,-83.5031193808,42.9167616001,13020211,90018386.0,125.207,0.0,"[np.float64(316637.0), np.float64(316476.0), np.float64(316206.0)]",316053.0,[0],0,0,2,0,0,-117,0
Merritt Lake Dam,316672.0,MI00798,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1953.0,,NID,185022.0,NID,76.2,3.9624,-83.326865012,42.9561020177,13020143,90018387.0,127.025,0.0,[np.float64(316332.0)],64393.0,[0],0,0,2,0,64393,-117,0
Winn Lake Dam,316371.0,MI00449,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1971.0,,NID,308370.0,NID,137.16,4.2672,-83.2780709145,43.0365795999,13016721,90018390.0,145.686,0.0,[np.float64(316247.0)],64393.0,[0],0,0,2,0,64393,-117,0
Hayton,369534.0,WI00244,,0.0,0.0,0.0,0.0,Wisconsin,Private,Recreation,0.0,0.0,0.0,1908.0,,NID,246696.0,NID,39.624,4.2672,-88.1185355737,44.0246995317,12175050,90018477.0,275.266,0.0,[np.float64(369423.0)],369556.0,"[0, 8]",0,0,2,0,0,0,0
Falmouth Dam,316175.0,MI00218,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1930.0,,NID,339207.0,NID,457.2,4.572,-85.0902433528,44.2413965371,12130758,90018495.0,597.364,0.0,,316159.0,"[0, 9]",0,1,2,0,0,-113,0
Bergland Dam,64362.0,MI00028,1427.0,0.0,0.0,0.0,1.0,Michigan,Private,Other,0.0,0.0,0.0,1906.0,,NID,340440480.0,NID,54.5592,2.4384,-89.5481636922,46.5885238933,11947259,90018517.0,422.254,0.0,,64520.0,"[0, 9]",0,1,2,0,64520,0,0
Waterford Dam,9769.0,MI00399,,1.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1869.0,0.0,"RESSED, https://water.usgs.gov/osw/ressed/",213392.0,"RESSED, https://water.usgs.gov/osw/ressed/",303.276,6.4008,-83.4687894706,42.4136351422,10850220,90018527.0,138.821,1.0,"[np.float64(316638.0), np.float64(316549.0)]",9767.0,[0],0,0,2,9767,0,0,0
Neopit,369526.0,WI00234,,0.0,0.0,0.0,0.0,Wisconsin,Federal;Tribal Government,Other,0.0,0.0,0.0,1908.0,,NID,1530748.68,NID,72.2376,5.4864,-88.8297675726,44.9809219968,9031755,90018547.0,244.977,0.0,[np.float64(369609.0)],369918.0,[0],0,0,2,0,118419,0,0
Montello Granite,369404.0,WI00075,,0.0,0.0,0.0,0.0,Wisconsin,Local Government,Recreation,0.0,0.0,0.0,1914.0,,NID,4070484.0,NID,16.764,7.3152,-89.3288805718,43.7936365987,6868041,90018575.0,368.854,0.0,[np.float64(369403.0)],118814.0,[0],0,0,2,0,118814,0,0
Whiteface Lake,84106.0,MN00610,763.0,0.0,0.0,0.0,1.0,Minnesota,Private,Hydroelectric,0.0,0.0,0.0,1922.0,,NID,57850212.0,NID,416.052,12.192,-92.1881419043,47.2814264391,1772358,90018666.0,348.307,0.0,,317305.0,"[0, 9]",0,1,2,0,0,-110,0
Lower Stony Lake Dam,316574.0,MI00685,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1961.0,,NID,16035240.0,NID,1066.8,9.7536,-83.0910853344,42.718622893,13184698,90018894.0,178.819,0.0,[np.float64(316575.0)],316224.0,[0],0,0,2,0,0,0,0
Lake Street Dam and Flume,316646.0,MI00768,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1895.0,,NID,185022.0,NID,15.24,3.3528,-84.9606317119,45.3745243962,13055468,90018915.0,300.494,0.0,,,"[10, 9]",1,1,2,0,0,0,0
Shannon Lake Dam,316514.0,MI00621,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1975.0,,NID,4206166.8,NID,365.76,6.7056,-83.7938901137,42.7241952004,13031619,90018927.0,139.876,0.0,[np.float64(316496.0)],64437.0,[0],0,0,2,0,64437,-117,0
Lake Metamora Dam,316332.0,MI00407,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1964.0,,NID,738854.52,NID,396.24,6.4008,-83.3326346191,42.9592527795,13020145,90018934.0,117.647,0.0,"[np.float64(316475.0), np.float64(316348.0)]",316672.0,[0],0,0,2,0,64393,-117,0
Jonesville Millpond Dam,316599.0,MI00712,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1872.0,,NID,209691.6,NID,152.4,2.7432,-84.660429979,41.9726854015,12258268,90018998.0,188.473,0.0,"[np.float64(316804.0), np.float64(316340.0), np.float64(316080.0)]",316743.0,[0],0,0,2,0,53866,-112,0
Minard Mill Dam,316110.0,MI00127,,0.0,0.0,0.0,0.0,Michigan,Local Government,Recreation,0.0,0.0,0.0,1944.0,,NID,209691.6,NID,106.68,2.4384,-84.5486687644,42.3376947174,12245500,90019008.0,218.981,0.0,,316444.0,"[0, 9]",0,1,2,0,0,-114,0
Rainbow Lake Dam,316510.0,MI00616,,0.0,0.0,0.0,0.0,Michigan,Private,Recreation,0.0,0.0,0.0,1962.0,,NID,6660792.0,NID,304.8,14.0208,-84.6990911123,43.1214233997,12231858,90019017.0,218.81,0.0,[np.float64(316362.0)],-114.0,[0],0,0,2,0,0,-114,0
